artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
COLUMN,tmp_totalnotasagrupada.idnotasdebito,Column tmp_totalnotasagrupada.idnotasdebito declared as INT,"En `tmp_totalnotasagrupada`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_totalnotasagrupada.idnotasdebito`.","[""DB-COLUMN-0BB617D847D269""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_totalnotasagrupada.monto,"Column tmp_totalnotasagrupada.monto declared as DECIMAL(13,2)","En `tmp_totalnotasagrupada`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_totalnotasagrupada.monto`.","[""DB-COLUMN-9F93511B2F0814""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosfacturas.idfacturaplanilla,Column tmp_cobrosfacturas.idfacturaplanilla declared as INT,"En `tmp_cobrosfacturas`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosfacturas.idfacturaplanilla`.","[""DB-COLUMN-358A02C39C4878""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosfacturas.monto,"Column tmp_cobrosfacturas.monto declared as DECIMAL(13,2)","En `tmp_cobrosfacturas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosfacturas.monto`.","[""DB-COLUMN-DD599EEA4C89EB""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosfacturasagrupadas.idfacturaplanilla,Column tmp_cobrosfacturasagrupadas.idfacturaplanilla declared as INT,"En `tmp_cobrosfacturasagrupadas`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosfacturasagrupadas.idfacturaplanilla`.","[""DB-COLUMN-9E748E31B00B21""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosfacturasagrupadas.monto,"Column tmp_cobrosfacturasagrupadas.monto declared as DECIMAL(13,2)","En `tmp_cobrosfacturasagrupadas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosfacturasagrupadas.monto`.","[""DB-COLUMN-D9E6094A847E74""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosplanillas.idcasos,Column tmp_cobrosplanillas.idcasos declared as INT,"En `tmp_cobrosplanillas`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillas.idcasos`.","[""DB-COLUMN-6EDA38A6C0F787""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosplanillas.monto,"Column tmp_cobrosplanillas.monto declared as DECIMAL(13,2)","En `tmp_cobrosplanillas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillas.monto`.","[""DB-COLUMN-C4D3F1E3D3C99A""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosplanillastributos.idcasos,Column tmp_cobrosplanillastributos.idcasos declared as INT,"En `tmp_cobrosplanillastributos`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillastributos.idcasos`.","[""DB-COLUMN-4DAAD78A6721DE""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosplanillastributos.monto,"Column tmp_cobrosplanillastributos.monto declared as DECIMAL(13,2)","En `tmp_cobrosplanillastributos`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillastributos.monto`.","[""DB-COLUMN-3B677A1711DB7C""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosplanillasotros.idcasos,Column tmp_cobrosplanillasotros.idcasos declared as INT,"En `tmp_cobrosplanillasotros`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasotros.idcasos`.","[""DB-COLUMN-FB3C3BD45E98FE""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosplanillasotros.monto,"Column tmp_cobrosplanillasotros.monto declared as DECIMAL(13,2)","En `tmp_cobrosplanillasotros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasotros.monto`.","[""DB-COLUMN-9461231F306137""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosplanillasagrupadas.idfacturaplanilla,Column tmp_cobrosplanillasagrupadas.idfacturaplanilla declared as INT,"En `tmp_cobrosplanillasagrupadas`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasagrupadas.idfacturaplanilla`.","[""DB-COLUMN-0E5DB6EDCB71D2""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosplanillasagrupadas.monto,"Column tmp_cobrosplanillasagrupadas.monto declared as DECIMAL(13,2)","En `tmp_cobrosplanillasagrupadas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasagrupadas.monto`.","[""DB-COLUMN-3C5D1A9B3D9B8B""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosplanillasagrupadastributos.idfacturaplanilla,Column tmp_cobrosplanillasagrupadastributos.idfacturaplanilla declared as INT,"En `tmp_cobrosplanillasagrupadastributos`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasagrupadastributos.idfacturaplanilla`.","[""DB-COLUMN-209EAED12D8D4E""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosplanillasagrupadastributos.monto,"Column tmp_cobrosplanillasagrupadastributos.monto declared as DECIMAL(13,2)","En `tmp_cobrosplanillasagrupadastributos`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasagrupadastributos.monto`.","[""DB-COLUMN-A77C439EF1DBD9""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosplanillasagrupadasotros.idfacturaplanilla,Column tmp_cobrosplanillasagrupadasotros.idfacturaplanilla declared as INT,"En `tmp_cobrosplanillasagrupadasotros`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasagrupadasotros.idfacturaplanilla`.","[""DB-COLUMN-B65BFA4C677E88""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosplanillasagrupadasotros.monto,"Column tmp_cobrosplanillasagrupadasotros.monto declared as DECIMAL(13,2)","En `tmp_cobrosplanillasagrupadasotros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosplanillasagrupadasotros.monto`.","[""DB-COLUMN-6FC8712ADBD3F6""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdebitos.idcasos,Column tmp_cobrosdebitos.idcasos declared as INT,"En `tmp_cobrosdebitos`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdebitos.idcasos`.","[""DB-COLUMN-995BD295E18586""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdebitos.idnotasdebito,Column tmp_cobrosdebitos.idnotasdebito declared as INT,"En `tmp_cobrosdebitos`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdebitos.idnotasdebito`.","[""DB-COLUMN-B7BE0BE3B101CC""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdebitos.monto,"Column tmp_cobrosdebitos.monto declared as DECIMAL(13,2)","En `tmp_cobrosdebitos`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdebitos.monto`.","[""DB-COLUMN-418595F82C3E8D""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdebitosagrupadas.idnotasdebito,Column tmp_cobrosdebitosagrupadas.idnotasdebito declared as INT,"En `tmp_cobrosdebitosagrupadas`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdebitosagrupadas.idnotasdebito`.","[""DB-COLUMN-9FD27245F23C40""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdebitosagrupadas.monto,"Column tmp_cobrosdebitosagrupadas.monto declared as DECIMAL(13,2)","En `tmp_cobrosdebitosagrupadas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdebitosagrupadas.monto`.","[""DB-COLUMN-CC5D7538293DC0""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_incobrablesfacturas.idfacturaplanilla,Column tmp_incobrablesfacturas.idfacturaplanilla declared as INT,"En `tmp_incobrablesfacturas`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia planilla o documento operativo/financiero generado, factura o documento economico/comercial. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesfacturas.idfacturaplanilla`.","[""DB-COLUMN-94E176FA3B4F64""]",tmp,BUSINESS_DATA
COLUMN,tmp_incobrablesfacturas.monto,"Column tmp_incobrablesfacturas.monto declared as DECIMAL(13,2)","En `tmp_incobrablesfacturas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesfacturas.monto`.","[""DB-COLUMN-2191CB8D7053B3""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_incobrablesplanillas.idcasos,Column tmp_incobrablesplanillas.idcasos declared as INT,"En `tmp_incobrablesplanillas`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesplanillas.idcasos`.","[""DB-COLUMN-1300AF6C324C10""]",tmp,BUSINESS_DATA
COLUMN,tmp_incobrablesplanillas.monto,"Column tmp_incobrablesplanillas.monto declared as DECIMAL(13,2)","En `tmp_incobrablesplanillas`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesplanillas.monto`.","[""DB-COLUMN-B202E791814343""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_incobrablesplanillastributos.idcasos,Column tmp_incobrablesplanillastributos.idcasos declared as INT,"En `tmp_incobrablesplanillastributos`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesplanillastributos.idcasos`.","[""DB-COLUMN-BACF145CCE1D8E""]",tmp,BUSINESS_DATA
COLUMN,tmp_incobrablesplanillastributos.monto,"Column tmp_incobrablesplanillastributos.monto declared as DECIMAL(13,2)","En `tmp_incobrablesplanillastributos`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesplanillastributos.monto`.","[""DB-COLUMN-E25F07937296C9""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_incobrablesplanillasotros.idcasos,Column tmp_incobrablesplanillasotros.idcasos declared as INT,"En `tmp_incobrablesplanillasotros`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesplanillasotros.idcasos`.","[""DB-COLUMN-46F0F95FD717AF""]",tmp,BUSINESS_DATA
COLUMN,tmp_incobrablesplanillasotros.monto,"Column tmp_incobrablesplanillasotros.monto declared as DECIMAL(13,2)","En `tmp_incobrablesplanillasotros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: planilla o documento operativo/financiero generado. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesplanillasotros.monto`.","[""DB-COLUMN-6AAF1252496C9A""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_incobrablesdebitos.idcasos,Column tmp_incobrablesdebitos.idcasos declared as INT,"En `tmp_incobrablesdebitos`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesdebitos.idcasos`.","[""DB-COLUMN-41D6269127692F""]",tmp,BUSINESS_DATA
COLUMN,tmp_incobrablesdebitos.idnotasdebito,Column tmp_incobrablesdebitos.idnotasdebito declared as INT,"En `tmp_incobrablesdebitos`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesdebitos.idnotasdebito`.","[""DB-COLUMN-943D07A5248D0A""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_incobrablesdebitos.monto,"Column tmp_incobrablesdebitos.monto declared as DECIMAL(13,2)","En `tmp_incobrablesdebitos`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_incobrablesdebitos.monto`.","[""DB-COLUMN-1D702FB17E97BE""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobros.id,Column tmp_cobros.id declared as INT,"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.id`.","[""DB-COLUMN-1E86A1264DB6C5""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.tipo,Column tmp_cobros.tipo declared as INT,"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.tipo`.","[""DB-COLUMN-1B5D9234B5A2B2""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.tipotexto,Column tmp_cobros.tipotexto declared as VARCHAR(50),"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(50).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.tipotexto`.","[""DB-COLUMN-BEFB8AD913A463""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.fecha,Column tmp_cobros.fecha declared as DATE,"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DATE.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.fecha`.","[""DB-COLUMN-7988B41DF1F4C4""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.carpeta,Column tmp_cobros.carpeta declared as VARCHAR(15),"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(15).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.carpeta`.","[""DB-COLUMN-E420D19133F807""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.nro,Column tmp_cobros.nro declared as VARCHAR(10),"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(10).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.nro`.","[""DB-COLUMN-DF8B0CC3C49366""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.pedido,Column tmp_cobros.pedido declared as varchar(100),"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: varchar(100).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.pedido`.","[""DB-COLUMN-179AABBFD55789""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.glosa,Column tmp_cobros.glosa declared as TEXT,"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: TEXT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.glosa`.","[""DB-COLUMN-DD1CD7944CC189""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.montofactura,"Column tmp_cobros.montofactura declared as DECIMAL(13,2)","En `tmp_cobros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.montofactura`.","[""DB-COLUMN-CBA54C8B373730""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobros.montoplanillatributos,"Column tmp_cobros.montoplanillatributos declared as DECIMAL(13,2)","En `tmp_cobros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.montoplanillatributos`.","[""DB-COLUMN-B93A26C2488BD8""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobros.montoplanillaotros,"Column tmp_cobros.montoplanillaotros declared as DECIMAL(13,2)","En `tmp_cobros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.montoplanillaotros`.","[""DB-COLUMN-2BB4E2ADE07818""]",tmp,FINANCIAL_OR_COMMERCIAL
