table	source	line	evidence_id	technical_description	business_description	description_source	validation_status	owner_domain	lifecycle	pii	active_status	read_references	write_references	usage_status
tmp_casosagrupados	.data_base/asgard.sql	37891	DB-TABLE-E46F20669A668B	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalfacturaagrupada	.data_base/asgard.sql	37906	DB-TABLE-61380AC74782E1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa factura o documento economico/comercial. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalplanilla	.data_base/asgard.sql	37929	DB-TABLE-853F1134311861	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalplanillatributos	.data_base/asgard.sql	37973	DB-TABLE-4547F60DBD5E5C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalplanillaotros	.data_base/asgard.sql	38017	DB-TABLE-42BB589D9C8605	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalplanillaagrupada	.data_base/asgard.sql	38063	DB-TABLE-0D548AEFDCC0C1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalplanillaagrupadatributos	.data_base/asgard.sql	38090	DB-TABLE-9BFD7F39750532	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalplanillaagrupadaotros	.data_base/asgard.sql	38118	DB-TABLE-26C69178BF60B8	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalnotas	.data_base/asgard.sql	38148	DB-TABLE-6B2E11E68EC1A3	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalnotasagrupada	.data_base/asgard.sql	38175	DB-TABLE-2975829EE5CAD6	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosfacturas	.data_base/asgard.sql	38201	DB-TABLE-815A389045446E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosfacturasagrupadas	.data_base/asgard.sql	38220	DB-TABLE-E3C823B5E597A1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosplanillas	.data_base/asgard.sql	38240	DB-TABLE-A405C70DAAE936	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosplanillastributos	.data_base/asgard.sql	38259	DB-TABLE-B42E5D006A6569	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosplanillasotros	.data_base/asgard.sql	38278	DB-TABLE-4093DD8CACE478	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosplanillasagrupadas	.data_base/asgard.sql	38303	DB-TABLE-C5CF2C964B1FCB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosplanillasagrupadastributos	.data_base/asgard.sql	38323	DB-TABLE-908288D42AB667	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosplanillasagrupadasotros	.data_base/asgard.sql	38343	DB-TABLE-B11BD2A1B90E34	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosdebitos	.data_base/asgard.sql	38367	DB-TABLE-99612E13D3CF7D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosdebitosagrupadas	.data_base/asgard.sql	38389	DB-TABLE-67D8350D8F8096	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_incobrablesfacturas	.data_base/asgard.sql	38407	DB-TABLE-25CB822F7D4FB6	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa facturas o documentos economicos/comerciales, factura o documento economico/comercial. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_incobrablesplanillas	.data_base/asgard.sql	38425	DB-TABLE-4120641CAA4D53	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_incobrablesplanillastributos	.data_base/asgard.sql	38444	DB-TABLE-C488137722F4F8	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_incobrablesplanillasotros	.data_base/asgard.sql	38462	DB-TABLE-AE8EB78F2CB4D7	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa planilla o documento operativo/financiero generado. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_incobrablesdebitos	.data_base/asgard.sql	38481	DB-TABLE-48A1121FB13055	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobros	.data_base/asgard.sql	38504	DB-TABLE-EBFE82CFE98A19	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	1	USED
tmp_cobrosdesglosado	.data_base/asgard.sql	38654	DB-TABLE-A6924FF7B2F6D2	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_cobrosdesglosadogeneral	.data_base/asgard.sql	38898	DB-TABLE-3E266A5746DF56	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	1	USED
tmp_liquidacion	.data_base/asgard.sql	39739	DB-TABLE-8A63352E4D7115	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	1	USED
tmp_liquidacion	.data_base/asgard.sql	39971	DB-TABLE-ADB1708DC12C40	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	1	USED
tmp_liquidacion	.data_base/asgard.sql	40388	DB-TABLE-9921426CC64B0B	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	1	USED
tmp_liquidacion	.data_base/asgard.sql	40824	DB-TABLE-E742404F82D75F	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	1	USED
tmp_sumas	.data_base/asgard.sql	41251	DB-TABLE-88C03E4061D927	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_notasvalor	.data_base/asgard.sql	41258	DB-TABLE-1B3E3501474C63	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa valor declarado, calculado o parametrico. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalnotasvalor	.data_base/asgard.sql	41277	DB-TABLE-03933D25940C14	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa valor declarado, calculado o parametrico. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_pesos	.data_base/asgard.sql	41288	DB-TABLE-CF2788AC2D6730	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_prorrateo	.data_base/asgard.sql	41295	DB-TABLE-226BC7A4315AEF	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_fobs	.data_base/asgard.sql	41343	DB-TABLE-95F5D0641D2DB0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_sumasFOB	.data_base/asgard.sql	41361	DB-TABLE-C5CF4C2F2EA26E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalnotasvalorFOB	.data_base/asgard.sql	41367	DB-TABLE-384BFC5B514C40	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa valor declarado, calculado o parametrico. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_pesosfijos	.data_base/asgard.sql	41388	DB-TABLE-1BF566E598388E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_sumapesosfijos	.data_base/asgard.sql	41395	DB-TABLE-2D21DC112C05F0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_montosFOBpeso	.data_base/asgard.sql	41407	DB-TABLE-85ED0E911A5EF7	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa importe monetario o valor numerico economico. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_totalmontosFOBpeso	.data_base/asgard.sql	41415	DB-TABLE-0C3725BEF96F7C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa importe monetario o valor numerico economico. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
tmp_tributos	.data_base/asgard.sql	41522	DB-TABLE-D254188AE7B2E3	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio tmp: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	tmp	TEMPORARY_OR_STAGING	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	1	USED
